kvk_id,season_id,kingdom_a,kingdom_b,prep_winner,castle_winner,attacker,defender,castle_captured,season_date,kvk_title,description,created_at,updated_at
142,2,27,47,47,47,47,27,true,2025-06-21,KvK #2,a,2026-01-25T23:26:56.455Z,2026-01-25T23:26:56.455Z
162,2,31,52,52,52,52,31,true,2025-06-21,KvK #2,a,2026-01-25T23:26:56.505Z,2026-01-25T23:26:56.505Z
171,2,34,41,41,34,41,34,false,2025-06-21,KvK #2,a,2026-01-25T23:26:56.527Z,2026-01-25T23:26:56.527Z
177,2,35,36,35,35,35,36,true,2025-06-21,KvK #2,a,2026-01-25T23:26:56.544Z,2026-01-25T23:26:56.544Z
190,2,38,62,62,38,62,38,false,2025-06-21,KvK #2,a,2026-01-25T23:26:56.579Z,2026-01-25T23:26:56.579Z
197,2,39,59,39,59,39,59,false,2025-06-21,KvK #2,a,2026-01-25T23:26:56.598Z,2026-01-25T23:26:56.598Z
201,2,40,51,51,51,51,40,true,2025-06-21,KvK #2,a,2026-01-25T23:26:56.609Z,2026-01-25T23:26:56.609Z
226,2,46,60,60,46,60,46,false,2025-06-21,KvK #2,a,2026-01-25T23:26:56.687Z,2026-01-25T23:26:56.687Z
237,2,48,54,54,48,54,48,false,2025-06-21,KvK #2,a,2026-01-25T23:26:56.723Z,2026-01-25T23:26:56.723Z
242,2,49,68,68,68,68,49,true,2025-06-21,KvK #2,a,2026-01-25T23:26:56.740Z,2026-01-25T23:26:56.740Z
248,2,50,67,67,67,67,50,true,2025-06-21,KvK #2,a,2026-01-25T23:26:56.755Z,2026-01-25T23:26:56.755Z
263,2,53,75,53,75,53,75,false,2025-06-21,KvK #2,a,2026-01-25T23:26:56.792Z,2026-01-25T23:26:56.792Z
270,2,55,84,84,84,84,55,true,2025-06-21,KvK #2,a,2026-01-25T23:26:56.813Z,2026-01-25T23:26:56.813Z
274,2,56,72,72,72,72,56,true,2025-06-21,KvK #2,a,2026-01-25T23:26:56.824Z,2026-01-25T23:26:56.824Z
276,2,57,76,57,57,57,76,true,2025-06-21,KvK #2,a,2026-01-25T23:26:56.829Z,2026-01-25T23:26:56.829Z
279,2,58,65,58,58,58,65,true,2025-06-21,KvK #2,a,2026-01-25T23:26:56.836Z,2026-01-25T23:26:56.836Z
286,2,61,80,61,80,61,80,false,2025-06-21,KvK #2,a,2026-01-25T23:26:56.854Z,2026-01-25T23:26:56.854Z
290,2,63,69,69,69,69,63,true,2025-06-21,KvK #2,a,2026-01-25T23:26:56.864Z,2026-01-25T23:26:56.864Z
293,2,64,83,83,64,83,64,false,2025-06-21,KvK #2,a,2026-01-25T23:26:56.871Z,2026-01-25T23:26:56.871Z
297,2,66,78,66,66,66,78,true,2025-06-21,KvK #2,a,2026-01-25T23:26:56.882Z,2026-01-25T23:26:56.882Z
312,2,70,71,70,71,70,71,false,2025-06-21,KvK #2,a,2026-01-25T23:26:56.923Z,2026-01-25T23:26:56.923Z
336,2,74,86,86,86,86,74,true,2025-06-21,KvK #2,a,2026-01-25T23:26:56.998Z,2026-01-25T23:26:56.998Z
354,2,77,88,77,88,77,88,false,2025-06-21,KvK #2,a,2026-01-25T23:26:57.059Z,2026-01-25T23:26:57.059Z
365,2,79,87,87,79,87,79,false,2025-06-21,KvK #2,a,2026-01-25T23:26:57.101Z,2026-01-25T23:26:57.101Z
374,2,81,85,81,85,81,85,false,2025-06-21,KvK #2,a,2026-01-25T23:26:57.133Z,2026-01-25T23:26:57.133Z
381,2,82,89,82,82,82,89,true,2025-06-21,KvK #2,a,2026-01-25T23:26:57.155Z,2026-01-25T23:26:57.155Z
