kvk_id,season_id,kingdom_a,kingdom_b,prep_winner,castle_winner,attacker,defender,castle_captured,season_date,kvk_title,description,created_at,updated_at
2522,10,1,6,1,6,1,6,false,2026-01-31,KvK #10,KvK #10,2026-02-04T22:47:15.651Z,2026-02-04T22:47:15.651Z
2523,10,3,2,3,3,3,2,true,2026-01-31,KvK #10,KvK #10,2026-02-04T22:47:15.838Z,2026-02-04T22:47:15.838Z
2524,10,4,5,4,4,4,5,true,2026-01-31,KvK #10,KvK #10,2026-02-04T22:47:16.026Z,2026-02-04T22:47:16.026Z
2525,10,61,85,61,61,61,85,true,2026-01-31,KvK #10,KvK #10,2026-02-04T22:47:16.215Z,2026-02-04T22:47:16.215Z
2526,10,62,60,60,62,60,62,false,2026-01-31,KvK #10,KvK #10,2026-02-04T22:47:16.406Z,2026-02-04T22:47:16.406Z
2527,10,64,96,64,96,64,96,false,2026-01-31,KvK #10,KvK #10,2026-02-04T22:47:16.585Z,2026-02-04T22:47:16.585Z
2528,10,65,37,65,65,65,37,true,2026-01-31,KvK #10,KvK #10,2026-02-04T22:47:16.768Z,2026-02-04T22:47:16.768Z
2529,10,11,9,11,11,11,9,true,2026-01-31,KvK #10,KvK #10,2026-02-04T22:47:16.949Z,2026-02-04T22:47:16.949Z
2530,10,12,23,12,12,12,23,true,2026-01-31,KvK #10,KvK #10,2026-02-04T22:47:17.148Z,2026-02-04T22:47:17.148Z
2531,10,14,18,14,14,14,18,true,2026-01-31,KvK #10,KvK #10,2026-02-04T22:47:17.334Z,2026-02-04T22:47:17.334Z
2532,10,16,10,16,16,16,10,true,2026-01-31,KvK #10,KvK #10,2026-02-04T22:47:17.522Z,2026-02-04T22:47:17.522Z
2533,10,19,8,19,19,19,8,true,2026-01-31,KvK #10,KvK #10,2026-02-04T22:47:17.701Z,2026-02-04T22:47:17.701Z
2534,10,20,15,20,20,20,15,true,2026-01-31,KvK #10,KvK #10,2026-02-04T22:47:17.884Z,2026-02-04T22:47:17.884Z
2535,10,21,7,21,21,21,7,true,2026-01-31,KvK #10,KvK #10,2026-02-04T22:47:18.059Z,2026-02-04T22:47:18.059Z
2536,10,22,25,22,22,22,25,true,2026-01-31,KvK #10,KvK #10,2026-02-04T22:47:18.252Z,2026-02-04T22:47:18.252Z
2537,10,24,13,24,24,24,13,true,2026-01-31,KvK #10,KvK #10,2026-02-04T22:47:18.427Z,2026-02-04T22:47:18.427Z
2538,10,27,70,27,70,27,70,false,2026-01-31,KvK #10,KvK #10,2026-02-04T22:47:18.619Z,2026-02-04T22:47:18.619Z
2539,10,30,29,30,30,30,29,true,2026-01-31,KvK #10,KvK #10,2026-02-04T22:47:18.806Z,2026-02-04T22:47:18.806Z
2540,10,33,80,33,33,33,80,true,2026-01-31,KvK #10,KvK #10,2026-02-04T22:47:18.992Z,2026-02-04T22:47:18.992Z
2541,10,35,51,35,35,35,51,true,2026-01-31,KvK #10,KvK #10,2026-02-04T22:47:19.182Z,2026-02-04T22:47:19.182Z
2542,10,39,53,39,53,39,53,false,2026-01-31,KvK #10,KvK #10,2026-02-04T22:47:19.401Z,2026-02-04T22:47:19.401Z
2543,10,40,36,40,40,40,36,true,2026-01-31,KvK #10,KvK #10,2026-02-04T22:47:19.594Z,2026-02-04T22:47:19.594Z
