kvk_id,season_id,kingdom_a,kingdom_b,prep_winner,castle_winner,attacker,defender,castle_captured,season_date,kvk_title,description,created_at,updated_at
3172,11,23,46,23,23,23,46,true,2026-02-28,KvK #11,KvK #11,2026-03-01T11:00:37.329Z,2026-03-01T11:00:37.329Z
3173,11,221,157,221,221,221,157,true,2026-02-28,KvK #11,KvK #11,2026-03-01T12:20:14.226Z,2026-03-01T12:20:14.226Z
3174,11,222,130,222,130,222,130,false,2026-02-28,KvK #11,KvK #11,2026-03-01T12:20:14.403Z,2026-03-01T12:20:14.403Z
3175,11,223,144,223,144,223,144,false,2026-02-28,KvK #11,KvK #11,2026-03-01T12:20:14.561Z,2026-03-01T12:20:14.561Z
3176,11,224,190,224,190,224,190,false,2026-02-28,KvK #11,KvK #11,2026-03-01T12:20:14.716Z,2026-03-01T12:20:14.716Z
3177,11,227,212,227,227,227,212,true,2026-02-28,KvK #11,KvK #11,2026-03-01T12:20:14.873Z,2026-03-01T12:20:14.873Z
3178,11,231,142,231,231,231,142,true,2026-02-28,KvK #11,KvK #11,2026-03-01T12:20:15.030Z,2026-03-01T12:20:15.030Z
3179,11,232,225,232,232,232,225,true,2026-02-28,KvK #11,KvK #11,2026-03-01T12:20:15.187Z,2026-03-01T12:20:15.187Z
3180,11,234,121,234,234,234,121,true,2026-02-28,KvK #11,KvK #11,2026-03-01T12:20:15.343Z,2026-03-01T12:20:15.343Z
3181,11,246,266,246,246,246,266,true,2026-02-28,KvK #11,KvK #11,2026-03-01T12:20:15.499Z,2026-03-01T12:20:15.499Z
3182,11,247,262,247,247,247,262,true,2026-02-28,KvK #11,KvK #11,2026-03-01T12:20:15.657Z,2026-03-01T12:20:15.657Z
3183,11,253,249,253,249,253,249,false,2026-02-28,KvK #11,KvK #11,2026-03-01T12:20:15.814Z,2026-03-01T12:20:15.814Z
3184,11,255,302,255,255,255,302,true,2026-02-28,KvK #11,KvK #11,2026-03-01T12:20:15.974Z,2026-03-01T12:20:15.974Z
3185,11,257,279,257,279,257,279,false,2026-02-28,KvK #11,KvK #11,2026-03-01T12:20:16.133Z,2026-03-01T12:20:16.133Z
3186,11,259,303,259,259,259,303,true,2026-02-28,KvK #11,KvK #11,2026-03-01T12:20:16.291Z,2026-03-01T12:20:16.291Z
3187,11,287,245,287,287,287,245,true,2026-02-28,KvK #11,KvK #11,2026-03-01T12:20:16.448Z,2026-03-01T12:20:16.448Z
3188,11,289,256,289,289,289,256,true,2026-02-28,KvK #11,KvK #11,2026-03-01T12:20:16.607Z,2026-03-01T12:20:16.607Z
3189,11,291,293,291,291,291,293,true,2026-02-28,KvK #11,KvK #11,2026-03-01T12:20:16.768Z,2026-03-01T12:20:16.768Z
3190,11,295,305,295,295,295,305,true,2026-02-28,KvK #11,KvK #11,2026-03-01T12:20:16.930Z,2026-03-01T12:20:16.930Z
3191,11,296,290,296,296,296,290,true,2026-02-28,KvK #11,KvK #11,2026-03-01T12:20:17.090Z,2026-03-01T12:20:17.090Z
3192,11,298,304,298,298,298,304,true,2026-02-28,KvK #11,KvK #11,2026-03-01T12:20:17.258Z,2026-03-01T12:20:17.258Z
3193,11,301,288,301,301,301,288,true,2026-02-28,KvK #11,KvK #11,2026-03-01T12:20:17.418Z,2026-03-01T12:20:17.418Z
