kvk_id,season_id,kingdom_a,kingdom_b,prep_winner,castle_winner,attacker,defender,castle_captured,season_date,kvk_title,description,created_at,updated_at
231,9,46,50,46,46,46,50,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:56.704Z,2026-01-25T23:26:56.704Z
241,9,48,67,48,67,48,67,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:56.737Z,2026-01-25T23:26:56.737Z
247,9,49,56,56,49,56,49,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:56.752Z,2026-01-25T23:26:56.752Z
256,9,51,63,63,63,63,51,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:56.775Z,2026-01-25T23:26:56.775Z
262,9,52,64,64,64,64,52,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:56.790Z,2026-01-25T23:26:56.790Z
269,9,54,66,54,66,54,66,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:56.810Z,2026-01-25T23:26:56.810Z
273,9,55,58,55,58,55,58,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:56.821Z,2026-01-25T23:26:56.821Z
305,9,68,96,68,68,68,96,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:56.903Z,2026-01-25T23:26:56.903Z
311,9,69,102,69,69,69,102,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:56.920Z,2026-01-25T23:26:56.920Z
317,9,70,99,99,99,99,70,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:56.936Z,2026-01-25T23:26:56.936Z
323,9,71,93,93,93,93,71,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:56.951Z,2026-01-25T23:26:56.951Z
330,9,72,126,72,126,72,126,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:56.981Z,2026-01-25T23:26:56.981Z
335,9,73,120,73,73,73,120,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:56.995Z,2026-01-25T23:26:56.995Z
342,9,74,82,82,82,82,74,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.015Z,2026-01-25T23:26:57.015Z
347,9,75,142,75,75,75,142,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.032Z,2026-01-25T23:26:57.032Z
353,9,76,77,77,77,77,76,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.054Z,2026-01-25T23:26:57.054Z
364,9,78,101,78,101,78,101,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.098Z,2026-01-25T23:26:57.098Z
368,9,79,87,79,79,79,87,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.112Z,2026-01-25T23:26:57.112Z
373,9,80,122,80,80,80,122,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.130Z,2026-01-25T23:26:57.130Z
380,9,81,97,97,97,97,81,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.151Z,2026-01-25T23:26:57.151Z
392,9,83,91,83,91,83,91,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.185Z,2026-01-25T23:26:57.185Z
395,9,84,95,84,84,84,95,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.192Z,2026-01-25T23:26:57.192Z
400,9,85,94,85,85,85,94,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.206Z,2026-01-25T23:26:57.206Z
405,9,86,90,86,86,86,90,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.221Z,2026-01-25T23:26:57.221Z
411,9,88,107,88,88,88,107,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.240Z,2026-01-25T23:26:57.240Z
414,9,89,133,133,89,133,89,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.248Z,2026-01-25T23:26:57.248Z
422,9,92,162,162,162,162,92,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.269Z,2026-01-25T23:26:57.269Z
440,9,98,104,98,98,98,104,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.320Z,2026-01-25T23:26:57.320Z
447,9,100,139,139,139,139,100,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.339Z,2026-01-25T23:26:57.339Z
456,9,103,119,103,103,103,119,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.362Z,2026-01-25T23:26:57.362Z
460,9,105,135,105,135,105,135,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.372Z,2026-01-25T23:26:57.372Z
463,9,106,124,124,106,124,106,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.379Z,2026-01-25T23:26:57.379Z
467,9,108,131,108,131,108,131,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.390Z,2026-01-25T23:26:57.390Z
469,9,109,130,130,130,130,109,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.395Z,2026-01-25T23:26:57.395Z
471,9,110,145,145,145,145,110,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.400Z,2026-01-25T23:26:57.400Z
474,9,111,115,115,111,115,111,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.407Z,2026-01-25T23:26:57.407Z
476,9,112,172,172,172,172,112,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.412Z,2026-01-25T23:26:57.412Z
479,9,113,152,113,152,113,152,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.420Z,2026-01-25T23:26:57.420Z
482,9,114,147,114,114,114,147,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.427Z,2026-01-25T23:26:57.427Z
488,9,116,165,116,116,116,165,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.442Z,2026-01-25T23:26:57.442Z
493,9,117,141,141,117,141,117,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.455Z,2026-01-25T23:26:57.455Z
499,9,118,121,118,121,118,121,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.470Z,2026-01-25T23:26:57.470Z
522,9,123,174,123,123,123,174,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.530Z,2026-01-25T23:26:57.530Z
531,9,125,148,125,125,125,148,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.553Z,2026-01-25T23:26:57.553Z
540,9,127,144,144,144,144,127,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.577Z,2026-01-25T23:26:57.577Z
546,9,128,132,132,128,132,128,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.591Z,2026-01-25T23:26:57.591Z
550,9,129,149,149,149,149,129,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.600Z,2026-01-25T23:26:57.600Z
570,9,134,160,134,160,134,160,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.650Z,2026-01-25T23:26:57.650Z
578,9,136,166,166,166,166,136,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.671Z,2026-01-25T23:26:57.671Z
580,9,137,154,154,154,154,137,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.676Z,2026-01-25T23:26:57.676Z
583,9,138,163,163,163,163,138,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.682Z,2026-01-25T23:26:57.682Z
588,9,140,143,143,140,143,140,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.694Z,2026-01-25T23:26:57.694Z
606,9,146,173,146,146,146,173,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.738Z,2026-01-25T23:26:57.738Z
617,9,150,155,155,150,155,150,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.768Z,2026-01-25T23:26:57.768Z
623,9,151,167,167,151,167,151,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.785Z,2026-01-25T23:26:57.785Z
627,9,153,175,175,153,175,153,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.796Z,2026-01-25T23:26:57.796Z
635,9,156,170,156,156,156,170,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.820Z,2026-01-25T23:26:57.820Z
638,9,157,168,168,168,168,157,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.827Z,2026-01-25T23:26:57.827Z
641,9,158,159,158,159,158,159,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.836Z,2026-01-25T23:26:57.836Z
647,9,161,164,161,161,161,164,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.853Z,2026-01-25T23:26:57.853Z
662,9,169,171,171,171,171,169,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.892Z,2026-01-25T23:26:57.892Z
675,9,176,228,228,176,228,176,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.925Z,2026-01-25T23:26:57.925Z
681,9,177,214,214,214,214,177,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.941Z,2026-01-25T23:26:57.941Z
686,9,178,205,205,205,205,178,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.954Z,2026-01-25T23:26:57.954Z
689,9,179,197,179,179,179,197,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.972Z,2026-01-25T23:26:57.972Z
695,9,180,235,235,235,235,180,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:57.993Z,2026-01-25T23:26:57.993Z
701,9,181,182,181,181,181,182,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.008Z,2026-01-25T23:26:58.008Z
712,9,183,217,217,217,217,183,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.039Z,2026-01-25T23:26:58.039Z
716,9,184,223,223,223,223,184,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.049Z,2026-01-25T23:26:58.049Z
722,9,185,209,185,185,185,209,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.064Z,2026-01-25T23:26:58.064Z
726,9,186,216,186,186,186,216,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.076Z,2026-01-25T23:26:58.076Z
729,9,187,198,187,187,187,198,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.084Z,2026-01-25T23:26:58.084Z
736,9,188,200,200,200,200,188,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.103Z,2026-01-25T23:26:58.103Z
742,9,189,213,213,213,213,189,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.119Z,2026-01-25T23:26:58.119Z
746,9,190,194,194,194,194,190,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.128Z,2026-01-25T23:26:58.128Z
750,9,191,196,196,196,196,191,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.138Z,2026-01-25T23:26:58.138Z
754,9,192,208,208,208,208,192,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.148Z,2026-01-25T23:26:58.148Z
758,9,193,224,193,224,193,224,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.160Z,2026-01-25T23:26:58.160Z
767,9,195,203,203,203,203,195,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.190Z,2026-01-25T23:26:58.190Z
781,9,199,211,199,199,199,211,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.231Z,2026-01-25T23:26:58.231Z
785,9,201,231,231,231,231,201,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.241Z,2026-01-25T23:26:58.241Z
788,9,202,225,202,225,202,225,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.250Z,2026-01-25T23:26:58.250Z
794,9,204,215,204,204,204,215,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.267Z,2026-01-25T23:26:58.267Z
801,9,206,207,207,207,207,206,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.284Z,2026-01-25T23:26:58.284Z
817,9,210,219,219,210,219,210,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.330Z,2026-01-25T23:26:58.330Z
823,9,212,232,232,232,232,212,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.344Z,2026-01-25T23:26:58.344Z
838,9,218,221,221,221,221,218,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.380Z,2026-01-25T23:26:58.380Z
844,9,220,233,220,233,220,233,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.394Z,2026-01-25T23:26:58.394Z
850,9,222,229,222,222,222,229,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.409Z,2026-01-25T23:26:58.409Z
861,9,226,234,234,234,234,226,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.439Z,2026-01-25T23:26:58.439Z
864,9,227,230,230,230,230,227,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.448Z,2026-01-25T23:26:58.448Z
880,9,236,239,239,239,239,236,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.491Z,2026-01-25T23:26:58.491Z
885,9,237,274,274,237,274,237,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.503Z,2026-01-25T23:26:58.503Z
890,9,238,241,241,238,241,238,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.516Z,2026-01-25T23:26:58.516Z
897,9,240,267,240,267,240,267,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.535Z,2026-01-25T23:26:58.535Z
904,9,242,277,242,277,242,277,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.555Z,2026-01-25T23:26:58.555Z
908,9,243,283,243,243,243,283,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.566Z,2026-01-25T23:26:58.566Z
912,9,244,284,244,244,244,284,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.577Z,2026-01-25T23:26:58.577Z
917,9,245,300,245,245,245,300,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.592Z,2026-01-25T23:26:58.592Z
923,9,246,263,246,246,246,263,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.608Z,2026-01-25T23:26:58.608Z
927,9,247,273,273,247,273,247,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.618Z,2026-01-25T23:26:58.618Z
929,9,248,290,290,248,290,248,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.623Z,2026-01-25T23:26:58.623Z
933,9,249,258,249,249,249,258,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.633Z,2026-01-25T23:26:58.633Z
936,9,250,271,271,271,271,250,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.641Z,2026-01-25T23:26:58.641Z
939,9,251,305,251,305,251,305,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.651Z,2026-01-25T23:26:58.651Z
942,9,252,265,265,252,265,252,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.661Z,2026-01-25T23:26:58.661Z
947,9,253,269,269,253,269,253,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.676Z,2026-01-25T23:26:58.676Z
951,9,254,298,298,254,298,254,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.688Z,2026-01-25T23:26:58.688Z
956,9,255,308,308,255,308,255,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.702Z,2026-01-25T23:26:58.702Z
960,9,256,292,292,292,292,256,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.714Z,2026-01-25T23:26:58.714Z
965,9,257,306,306,257,306,257,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.728Z,2026-01-25T23:26:58.728Z
972,9,259,301,259,301,259,301,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.746Z,2026-01-25T23:26:58.746Z
975,9,260,287,287,260,287,260,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.753Z,2026-01-25T23:26:58.753Z
977,9,261,286,261,261,261,286,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.758Z,2026-01-25T23:26:58.758Z
982,9,262,289,289,262,289,262,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.770Z,2026-01-25T23:26:58.770Z
987,9,264,293,293,264,293,264,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.783Z,2026-01-25T23:26:58.783Z
992,9,266,285,266,266,266,285,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.797Z,2026-01-25T23:26:58.797Z
995,9,268,279,268,268,268,279,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.808Z,2026-01-25T23:26:58.808Z
999,9,270,304,270,304,270,304,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.820Z,2026-01-25T23:26:58.820Z
1005,9,272,299,299,299,299,272,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.836Z,2026-01-25T23:26:58.836Z
1014,9,275,307,275,275,275,307,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.859Z,2026-01-25T23:26:58.859Z
1016,9,276,297,276,297,276,297,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.864Z,2026-01-25T23:26:58.864Z
1024,9,278,303,278,303,278,303,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.884Z,2026-01-25T23:26:58.884Z
1032,9,280,309,309,309,309,280,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.903Z,2026-01-25T23:26:58.903Z
1034,9,281,294,294,294,294,281,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.908Z,2026-01-25T23:26:58.908Z
1037,9,282,296,296,282,296,282,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.915Z,2026-01-25T23:26:58.915Z
1052,9,288,302,302,302,302,288,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.952Z,2026-01-25T23:26:58.952Z
1062,9,291,295,291,295,291,295,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:58.977Z,2026-01-25T23:26:58.977Z
1098,9,310,388,310,310,310,388,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.074Z,2026-01-25T23:26:59.074Z
1103,9,311,416,416,416,416,311,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.087Z,2026-01-25T23:26:59.087Z
1107,9,312,397,397,397,397,312,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.097Z,2026-01-25T23:26:59.097Z
1110,9,313,374,313,374,313,374,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.106Z,2026-01-25T23:26:59.106Z
1114,9,314,363,363,363,363,314,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.116Z,2026-01-25T23:26:59.116Z
1117,9,315,373,315,373,315,373,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.124Z,2026-01-25T23:26:59.124Z
1122,9,316,380,380,380,380,316,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.137Z,2026-01-25T23:26:59.137Z
1127,9,317,334,334,334,334,317,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.149Z,2026-01-25T23:26:59.149Z
1132,9,318,405,318,318,318,405,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.163Z,2026-01-25T23:26:59.163Z
1137,9,319,367,367,367,367,319,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.176Z,2026-01-25T23:26:59.176Z
1142,9,320,329,329,320,329,320,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.191Z,2026-01-25T23:26:59.191Z
1145,9,321,414,321,321,321,414,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.199Z,2026-01-25T23:26:59.199Z
1150,9,322,392,322,322,322,392,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.213Z,2026-01-25T23:26:59.213Z
1155,9,323,360,323,360,323,360,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.228Z,2026-01-25T23:26:59.228Z
1161,9,324,408,324,324,324,408,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.244Z,2026-01-25T23:26:59.244Z
1166,9,325,328,325,325,325,328,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.257Z,2026-01-25T23:26:59.257Z
1167,9,326,344,326,326,326,344,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.260Z,2026-01-25T23:26:59.260Z
1173,9,327,413,327,327,327,413,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.277Z,2026-01-25T23:26:59.277Z
1184,9,330,395,330,395,330,395,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.315Z,2026-01-25T23:26:59.315Z
1187,9,331,390,390,390,390,331,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.323Z,2026-01-25T23:26:59.323Z
1190,9,332,394,394,394,394,332,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.331Z,2026-01-25T23:26:59.331Z
1193,9,333,347,347,347,347,333,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.340Z,2026-01-25T23:26:59.340Z
1198,9,335,379,379,335,379,335,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.354Z,2026-01-25T23:26:59.354Z
1202,9,336,361,336,336,336,361,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.365Z,2026-01-25T23:26:59.365Z
1207,9,337,403,403,337,403,337,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.379Z,2026-01-25T23:26:59.379Z
1211,9,338,387,338,387,338,387,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.390Z,2026-01-25T23:26:59.390Z
1213,9,339,353,339,339,339,353,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.395Z,2026-01-25T23:26:59.395Z
1217,9,340,381,340,340,340,381,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.405Z,2026-01-25T23:26:59.405Z
1221,9,341,401,401,401,401,341,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.416Z,2026-01-25T23:26:59.416Z
1225,9,342,411,342,342,342,411,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.427Z,2026-01-25T23:26:59.427Z
1227,9,343,348,348,343,348,343,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.432Z,2026-01-25T23:26:59.432Z
1234,9,345,372,345,345,345,372,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.451Z,2026-01-25T23:26:59.451Z
1235,9,346,368,346,346,346,368,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.454Z,2026-01-25T23:26:59.454Z
1246,9,349,382,349,349,349,382,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.481Z,2026-01-25T23:26:59.481Z
1249,9,350,406,406,406,406,350,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.489Z,2026-01-25T23:26:59.489Z
1252,9,351,400,351,400,351,400,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.496Z,2026-01-25T23:26:59.496Z
1255,9,352,364,352,364,352,364,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.503Z,2026-01-25T23:26:59.503Z
1258,9,354,389,354,354,354,389,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.510Z,2026-01-25T23:26:59.510Z
1260,9,355,357,357,357,357,355,true,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.515Z,2026-01-25T23:26:59.515Z
1261,9,356,377,356,377,356,377,false,2026-01-03,KvK #9,KvK #9,2026-01-25T23:26:59.518Z,2026-01-25T23:26:59.518Z
